839.763, 533.6277, plant num.2
87.47839, 438.9235, plant num.1
869.1406, 693.8194, plant num.1
398.068, 739.2241, plant num.1
900.3099, 714.3109, plant num.1
38.52216, 186.3096, plant num.2
666.7241, 246.339, plant num.1
540.0168, 385.1998, plant num.2
942.0279, 189.435, plant num.2
1000.57, 196.747, plant num.3
174.3616, 146.0663, plant num.3
480.4058, 311.0027, plant num.3
994.8592, 2.625352, plant num.1
737.84, 118.9717, plant num.3
898.6907, 127.8865, plant num.1
657.5497, 196.0993, plant num.3
914.6758, 644.7253, plant num.3
748.7549, 568.1848, plant num.2
395.9584, 86.06844, plant num.2
155.6262, 398.4563, plant num.3
164.1085, 75.89746, plant num.1
218.2886, 522.6999, plant num.3
171.0408, 684.1329, plant num.3
682.1821, 349.0497, plant num.1
340.0001, 176.8915, plant num.3
641.1478, 694.9907, plant num.3
407.0589, 292.1173, plant num.2
999.2043, 251.2751, plant num.1
683.9269, 697.4973, plant num.3
639.5421, 623.4372, plant num.2
806.2257, 362.1215, plant num.3
325.5341, 209.2259, plant num.2
258.0703, 431.5316, plant num.1
546.2432, 585.4984, plant num.3
826.0145, 397.9962, plant num.3
921.4373, 596.2986, plant num.2
767.2444, 372.5981, plant num.3
840.975, 228.0614, plant num.1
325.9069, 342.6331, plant num.1
810.6459, 514.7084, plant num.2
632.4595, 409.6365, plant num.2
943.6869, 522.8565, plant num.1
827.6112, 181.5865, plant num.3
337.257, 530.5561, plant num.1
444.4773, 124.6036, plant num.1
757.4684, 376.4569, plant num.2
486.4684, 767.4945, plant num.1
848.9123, 308.1569, plant num.2
337.3087, 522.3027, plant num.1
43.18093, 336.0134, plant num.2
416.4825, 26.3317, plant num.3
879.1071, 144.165, plant num.1
554.0399, 753.3649, plant num.2
670.7303, 234.55, plant num.2
247.115, 566.0507, plant num.1
413.818, 367.7557, plant num.3
492.2917, 235.5425, plant num.1
112.6892, 194.0009, plant num.1
111.9127, 48.79112, plant num.1
738.8285, 288.8619, plant num.2
530.6846, 173.4339, plant num.2
250.8573, 0.6196359, plant num.2
468.0082, 207.6705, plant num.1
353.6275, 578.3349, plant num.2
436.7659, 441.8147, plant num.3
319.5284, 159.2238, plant num.3
362.4163, 584.6849, plant num.3
746.8157, 312.1161, plant num.2
461.2215, 540.4637, plant num.1
828.8101, 188.1416, plant num.1
915.6528, 571.3168, plant num.1
869.2048, 473.4064, plant num.3
248.2429, 346.4263, plant num.1
615.1219, 242.2403, plant num.2
839.6243, 33.88754, plant num.2
257.0939, 410.6909, plant num.2
517.286, 563.5756, plant num.1
422.6416, 570.4261, plant num.3
534.619, 732.4036, plant num.2
13.92606, 680.5698, plant num.1
700.7261, 440.1666, plant num.2
13.40573, 417.5752, plant num.3
772.497, 530.7556, plant num.3
847.9851, 424.5849, plant num.1
782.1179, 499.8281, plant num.1
983.0454, 598.0959, plant num.2
319.6597, 631.7553, plant num.1
692.5876, 512.6766, plant num.2
297.2598, 45.30761, plant num.1
732.7919, 382.5357, plant num.2
764.0788, 747.5126, plant num.2
574.5899, 410.6271, plant num.1
956.7115, 461.3054, plant num.2
1015.797, 269.7585, plant num.3
50.945, 577.9126, plant num.1
672.517, 109.4288, plant num.1
794.2375, 469.534, plant num.1
546.4384, 127.4397, plant num.1
539.947, 595.5008, plant num.1
883.6649, 105.8518, plant num.3
292.0938, 68.74947, plant num.3
450.9285, 410.7156, plant num.3
726.9075, 762.2878, plant num.2
214.9403, 762.587, plant num.1
133.9723, 649.9973, plant num.1
710.482, 657.7135, plant num.2
156.9566, 32.05522, plant num.2
686.8109, 194.4269, plant num.3
880.1242, 506.8491, plant num.3
219.9346, 680.6885, plant num.1
315.347, 460.6167, plant num.3
200.5164, 249.3748, plant num.1
520.9279, 627.285, plant num.2
605.5869, 383.9005, plant num.2
964.1627, 216.9309, plant num.3
741.0781, 530.4372, plant num.3
132.7084, 245.7739, plant num.3
373.2134, 346.4675, plant num.3
310.8484, 714.7153, plant num.2
434.4096, 248.883, plant num.1
731.2008, 362.0758, plant num.3
802.8395, 48.98589, plant num.3
67.51826, 30.34593, plant num.1
513.0661, 92.88588, plant num.3
343.6482, 24.01361, plant num.2
785.9011, 542.2375, plant num.3
681.9315, 191.8754, plant num.1
474.2036, 397.483, plant num.3
442.2979, 339.7865, plant num.3
757.4759, 126.4488, plant num.2
614.3705, 38.27979, plant num.3
284.4861, 639.895, plant num.1
778.7795, 646.638, plant num.1
20.34034, 289.8951, plant num.3
40.89967, 308.0763, plant num.1
616.3001, 165.48, plant num.1
235.5017, 29.06763, plant num.3
90.43571, 204.0504, plant num.2
324.2846, 442.11, plant num.2
93.96637, 209.3346, plant num.1
626.473, 557.2963, plant num.3
191.6159, 288.6758, plant num.3
430.0779, 732.5209, plant num.2
207.1581, 40.6993, plant num.1
280.9835, 283.1524, plant num.3
300.3931, 146.7829, plant num.1
961.2844, 426.3438, plant num.2
316.2873, 375.641, plant num.2
898.9312, 556.0547, plant num.2
428.5216, 408.2652, plant num.1
628.0039, 612.3703, plant num.3
949.1718, 375.1642, plant num.1
530.7438, 458.062, plant num.1
200.7454, 763.7803, plant num.1
648.1556, 256.233, plant num.1
198.7949, 731.3918, plant num.1
934.6631, 322.4878, plant num.2
541.7086, 664.2141, plant num.1
394.9478, 595.1163, plant num.3
117.4586, 592.5765, plant num.2
502.2957, 337.6709, plant num.3
567.2498, 457.8775, plant num.3
389.9026, 192.7876, plant num.2
563.4474, 637.5876, plant num.3
166.9886, 709.3369, plant num.1
953.5059, 212.9809, plant num.3
160.4703, 386.8483, plant num.2
385.353, 194.6259, plant num.3
281.856, 380.8631, plant num.3
491.7416, 2.503178, plant num.1
874.0471, 420.7957, plant num.1
581.449, 681.485, plant num.3
306.8539, 269.4364, plant num.2
640.6052, 262.9069, plant num.2
921.6228, 720.8293, plant num.1
242.7166, 199.3442, plant num.1
641.933, 605.6088, plant num.1
957.9228, 653.6485, plant num.1
733.4725, 517.1112, plant num.2
621.8931, 614.5082, plant num.3
541.3489, 645.144, plant num.2
125.8706, 282.814, plant num.1
638.3887, 31.75971, plant num.2
926.7067, 122.4137, plant num.2
600.1289, 399.6485, plant num.2
197.2466, 234.6442, plant num.1
723.4439, 605.9676, plant num.1
477.3592, 227.4747, plant num.3
356.0958, 257.2688, plant num.3
498.4721, 254.3261, plant num.3
655.793, 240.8912, plant num.3
863.5218, 566.6914, plant num.3
1010.726, 350.4812, plant num.2
502.8075, 100.7497, plant num.3
199.8911, 677.0789, plant num.3
38.96012, 358.3307, plant num.1
766.0051, 249.1684, plant num.2
139.6805, 177.1335, plant num.3
475.4207, 537.1297, plant num.1
901.5436, 444.4365, plant num.1
478.4989, 748.1678, plant num.3
444.2291, 267.2949, plant num.1
1001.314, 392.2352, plant num.2
40.39112, 131.9307, plant num.3
976.6196, 272.1337, plant num.3
543.2847, 702.0201, plant num.2
268.3406, 0.7956254, plant num.1
429.5689, 228.3265, plant num.2
648.1038, 712.0261, plant num.3
77.25901, 224.1226, plant num.1
847.4438, 211.4168, plant num.2
638.0681, 719.0822, plant num.1
157.6568, 530.1169, plant num.3
339.8197, 84.93613, plant num.1
518.3911, 602.4036, plant num.1
866.8544, 74.78979, plant num.1
968.9441, 125.431, plant num.1
570.7975, 704.2735, plant num.1
242.3893, 255.9464, plant num.2
960.5748, 100.0783, plant num.2
765.5321, 389.8643, plant num.2
289.3477, 445.8726, plant num.2
450.9991, 468.1948, plant num.3
17.71869, 508.1407, plant num.1
937.0787, 166.6956, plant num.3
762.3339, 469.3661, plant num.1
143.0164, 59.94797, plant num.3
839.0485, 15.09337, plant num.2
409.9516, 450.2187, plant num.2
932.5964, 467.2746, plant num.3
